Player Name,Player Id,Injury Type,From Date,Until Date,Days Missed
Agustín Rossi,352324,Lesão no ombro,02/12/2024,,5
Agustín Rossi,352324,Muskelbündelriss,13/04/2022,02/05/2022,19
Agustín Rossi,352324,Quarentena,22/07/2021,29/07/2021,7
Cleiton,468247,Lesão na coxa,04/08/2024,24/08/2024,20
Sergio Rochet,264014,Traumatismo grade costal,16/01/2024,21/03/2024,65
Sergio Rochet,264014,Coronavírus,16/05/2022,20/05/2022,4
Sergio Rochet,264014,Infeção no tornozelo,08/04/2022,12/04/2022,4
Sergio Rochet,264014,Lesão na mão,23/10/2021,10/01/2022,79
Sergio Rochet,264014,Lesão desconhecida,12/02/2019,18/02/2019,6
Sergio Rochet,264014,Lesão desconhecida,01/11/2018,06/11/2018,5
Sergio Rochet,264014,Lesão no cotovelo,25/09/2015,01/10/2015,6
John Victor,432914,Lesão na coxa,06/02/2024,02/04/2024,56
John Victor,432914,Problemas musculares,30/10/2023,15/11/2023,16
John Victor,432914,Lesão meniscal,03/08/2021,01/12/2021,120
John Victor,432914,Coronavírus,10/01/2021,17/01/2021,7
Everson,106032,Fratura de um dedo,24/06/2024,06/08/2024,43
Brenno,555016,Corte na cabeça,09/10/2022,17/10/2022,8
Lucão,412372,Lesão na coxa,11/08/2024,18/10/2024,68
Ivan,364257,Lesão do ligamento cruzado,21/01/2024,01/12/2024,315
Ivan,364257,Lesão do ligamento cruzado,21/01/2024,21/09/2024,244
Ivan,364257,Lesão do punho,30/10/2020,03/01/2021,65
Keiller,417084,Artroscopia,01/06/2024,19/06/2024,18
Keiller,417084,Lesão no joelho,02/05/2024,11/05/2024,9
Ronaldo,387925,Problemas musculares,25/07/2024,17/08/2024,23
Ronaldo,387925,Lesão no ombro,01/08/2022,03/08/2022,2
Gabriel,79242,Problemas musculares na coxa,15/07/2024,20/07/2024,5
Gabriel,79242,Lesão desconhecida,08/03/2022,05/04/2022,28
Gabriel,79242,Problemas nas costas,27/01/2020,13/02/2020,17
Gabriel,79242,Lesão no ombro,16/08/2013,13/09/2013,28
Santos,140811,Problemas musculares na coxa,22/08/2024,,107
Santos,140811,Coronavírus,24/11/2020,10/12/2020,16
Lucas Arcanjo,645602,Lesão no joelho,02/02/2024,16/03/2024,43
Léo Linck,742034,Traumatismo craniano,30/08/2024,10/09/2024,11
Agustín Marchesín,54534,Lesão na coxa,29/02/2024,01/04/2024,32
Agustín Marchesín,54534,Rotura do tendão de Aquiles,03/02/2023,18/08/2023,196
Agustín Marchesín,54534,Lesão no joelho,19/08/2021,26/09/2021,38
Agustín Marchesín,54534,Traumatismo grade costal,01/10/2020,14/10/2020,13
Agustín Marchesín,54534,Problemas físicos,16/05/2016,16/07/2016,61
Mateus Claus,733453,Lesão muscular,13/02/2021,20/03/2021,35
Matheus Teixeira,598975,Rotura muscular na coxa,24/04/2023,29/05/2023,35
Gustavo,667411,Lesão muscular,06/04/2024,26/04/2024,20
Jandrei,512344,Lesão na mão,10/05/2023,30/06/2023,51
Jandrei,512344,Fratura,28/07/2022,17/08/2022,20
Jandrei,512344,Problemas nas costas,17/07/2022,26/07/2022,9
Jandrei,512344,Coronavírus,24/11/2020,10/12/2020,16
Rafael Cabral,103916,Lesão na mão,12/09/2021,24/09/2021,12
Rafael Cabral,103916,Fissura da banda do joelho,20/02/2014,10/07/2014,140
Cássio,50144,Problemas no Joelho,12/11/2023,01/01/2024,50
Cássio,50144,Vírus intestinal,10/02/2023,13/02/2023,3
Cássio,50144,Contra,26/11/2020,01/12/2020,5
João Ricardo,270420,Lesão nos adutores,18/03/2023,18/05/2023,61
Gatito Fernández,107318,Problemas no Joelho,16/11/2011,19/01/2012,64
Gatito Fernández,107318,Lesão no joelho,08/08/2011,17/10/2011,70
Mateus Pasinato,349418,Fratura do nariz,05/05/2021,01/07/2021,57
Marcelo Lomba,53015,Pubalgia,25/08/2024,04/10/2024,40
Danilo Fernandes,99439,Lesão no joelho,02/09/2022,19/05/2023,259
Walter,269860,Lesão muscular,06/09/2022,14/10/2022,38
Walter,269860,Lesão na coxa,09/11/2017,05/03/2018,116
Fabrício,150479,Lesão na tíbia,15/08/2024,,114
Fábio,22415,Lesão dos ligamentos laterais do joelho,14/08/2016,15/04/2017,244
Muriel,27349,Lesão no ombro,17/12/2017,17/02/2018,62
Joaquín Piquerez,496268,Lesão no joelho,17/07/2024,,143
Joaquín Piquerez,496268,Lesão muscular,10/05/2022,04/06/2022,25
Joaquín Piquerez,496268,Lesão no ombro,04/04/2022,16/04/2022,12
Joaquín Piquerez,496268,Lesão no tornozelo,24/07/2021,03/08/2021,10
Joaquín Piquerez,496268,Rotura muscular,31/05/2021,10/06/2021,10
Joaquín Piquerez,496268,Recuperação ritmo competitivo,26/01/2021,31/01/2021,5
Joaquín Piquerez,496268,Coronavírus,11/01/2021,25/01/2021,14
Joaquín Piquerez,496268,Quarentena,04/12/2020,07/12/2020,3
Joaquín Piquerez,496268,Gestão de esforço,16/10/2020,19/10/2020,3
Joaquín Piquerez,496268,Lesão muscular,20/09/2020,26/09/2020,6
Joaquín Piquerez,496268,Síndrome gripal,02/06/2017,08/06/2017,6
Guilherme Arana,346766,Entorse do tornozelo,14/11/2024,25/11/2024,11
Guilherme Arana,346766,Problemas musculares na coxa,03/10/2024,18/10/2024,15
Guilherme Arana,346766,Lesão do ligamento cruzado,12/09/2022,15/05/2023,245
Matías Viña,439072,Lesão no joelho,12/08/2024,,117
Matías Viña,439072,Problemas no Joelho,11/12/2023,19/02/2024,70
Matías Viña,439072,Lesão nos adutores,03/11/2021,26/11/2021,23
Matías Viña,439072,Lesão no joelho,15/09/2021,25/09/2021,10
Matías Viña,439072,Problemas musculares,04/09/2021,10/09/2021,6
Matías Viña,439072,Contusão no tornozelo,01/03/2021,15/03/2021,14
Matías Viña,439072,Gestão de esforço,08/01/2021,10/01/2021,2
Matías Viña,439072,Coronavírus,15/11/2020,28/11/2020,13
Matías Viña,439072,Lesão na cabeça,23/07/2020,04/08/2020,12
Matías Viña,439072,Problemas musculares,29/02/2020,06/03/2020,6
Matías Viña,439072,Lesão no pé,21/01/2020,10/02/2020,20
Vitor Reis,1005575,Lesão muscular,22/08/2024,14/09/2024,23
Léo Pereira,288431,Problemas musculares na coxa,02/12/2024,,5
Léo Pereira,288431,Problemas no Joelho,29/08/2024,11/09/2024,13
Léo Pereira,288431,Lesão na coxa,19/05/2024,29/05/2024,10
Léo Pereira,288431,Traumatismo grade costal,26/10/2023,31/10/2023,5
Léo Pereira,288431,Lesão na coxa,12/02/2020,22/02/2020,10
Murilo,458710,lesão na perna,21/11/2024,25/11/2024,4
Murilo,458710,Lesão na coxa,19/10/2024,03/11/2024,15
Murilo,458710,Entorse do tornozelo,22/07/2024,03/08/2024,12
Murilo,458710,Lesão no tornozelo,29/06/2024,16/07/2024,17
Murilo,458710,Lesão no ombro,05/05/2023,30/06/2023,56
Murilo,458710,Lesão muscular,29/11/2021,31/12/2021,32
Murilo,458710,Lesão muscular,17/09/2021,01/11/2021,45
Murilo,458710,Traumatismo,31/07/2021,30/08/2021,30
Léo Ortiz,374136,Lesão do ligamento cruzado,03/10/2022,14/07/2023,284
Vitão,428783,Lesão na coxa,16/07/2024,03/08/2024,18
Vitão,428783,Lesão na coxa,28/08/2023,25/09/2023,28
Vitão,428783,Entorse no joelho,15/05/2023,24/05/2023,9
Vitão,428783,Lesão desconhecida,02/10/2021,14/10/2021,12
Vitão,428783,Lesão desconhecida,09/12/2020,01/01/2021,23
Agustín Giay,849582,Entorse do tornozelo,25/01/2023,22/02/2023,28
Júnior Alonso,273000,Problemas no Joelho,09/11/2022,02/01/2023,54
Lucas Piton,670201,Problemas musculares,29/07/2024,17/08/2024,19
Lucas Piton,670201,Problemas musculares,07/11/2022,28/12/2022,51
Ayrton Lucas,349585,Lesão na coxa,29/05/2024,20/06/2024,22
Ayrton Lucas,349585,Traumatismo no metatarso,19/03/2022,31/03/2022,12
Ayrton Lucas,349585,Constipação,09/11/2020,15/11/2020,6
Ayrton Lucas,349585,lesão na perna,16/05/2018,08/06/2018,23
Luan Cândido,432166,Entorse do tornozelo,26/08/2024,18/10/2024,53
Luan Cândido,432166,lesão na perna,27/02/2023,26/06/2023,119
Gustavo Gómez,215390,Fratura no pé,19/02/2024,27/03/2024,37
Gustavo Gómez,215390,Fadiga muscular,25/03/2017,02/04/2017,8
Fabrício Bruno,432773,Fratura do nariz,02/03/2024,05/03/2024,3
Fabrício Bruno,432773,Fratura de um dedo do pé,30/03/2022,16/07/2022,108
Alex Telles,255755,Fratura da virilha,01/06/2024,11/08/2024,71
Alex Telles,255755,Operação na virilha,01/06/2024,02/06/2024,1
Alex Telles,255755,Fratura da virilha,01/12/2023,18/12/2023,17
Alex Telles,255755,Ruptura muscular,01/12/2023,18/12/2023,17
Alex Telles,255755,Lesão no joelho,03/12/2022,13/02/2023,72
Alex Telles,255755,Coronavírus,03/02/2022,10/02/2022,7
Alex Telles,255755,Lesão no tornozelo,20/07/2021,16/09/2021,58
Alex Telles,255755,Doente,03/04/2021,07/04/2021,4
Alex Telles,255755,Coronavírus,27/10/2020,17/11/2020,21
Alex Telles,255755,Bursite,01/04/2019,08/04/2019,7
Alex Telles,255755,Lesão no joelho,22/02/2018,28/03/2018,34
Alex Telles,255755,Lesão desconhecida,06/10/2013,11/10/2013,5
Alex Telles,255755,Lesão desconhecida,09/09/2013,13/09/2013,4
Alex Telles,255755,Lesão desconhecida,22/02/2013,12/04/2013,49
Wesley,964580,Lesão na coxa,19/08/2024,24/08/2024,5
Wesley,964580,Lesão na coxa,21/07/2024,27/07/2024,6
Wesley,964580,Lesão nos adutores,28/03/2024,16/04/2024,19
Marlon,406675,Lesão no peito,08/07/2024,21/07/2024,13
Marlon,406675,Rotura do menisco lateral,23/10/2022,02/12/2022,40
Marlon,406675,Lesão desconhecida,30/09/2022,14/10/2022,14
Marlon,406675,Coronavírus,17/02/2021,27/02/2021,10
Marlon,406675,Lesão na coxa,08/09/2020,22/09/2020,14
Marlon,406675,Lesão no joelho,07/12/2019,30/12/2019,23
Vitinho,468249,Lesão no joelho,30/08/2023,25/09/2023,26
João Victor,671145,Lesão no joelho,01/07/2024,09/08/2024,39
João Victor,671145,Lesão tornozelo,08/07/2022,24/09/2022,78
Félix Torres,468174,Lesão na coxa,21/11/2024,,16
Félix Torres,468174,Lesão muscular,29/08/2022,16/09/2022,18
Eros Mancuso,888545,Lesão nos adutores,29/07/2024,23/08/2024,25
Eros Mancuso,888545,Distensão muscular,22/07/2024,26/07/2024,4
Eros Mancuso,888545,Distensão muscular,02/07/2024,09/07/2024,7
Eros Mancuso,888545,Lesão muscular,01/03/2024,11/03/2024,10
Adryelson,373433,Pubalgia,19/11/2019,31/12/2019,42
Adryelson,373433,Lesão no pé,01/08/2019,03/08/2019,2
Iago,520468,Lesão muscular,29/10/2024,,39
Iago,520468,Traumatismo no pé,01/04/2024,06/05/2024,35
Iago,520468,Problemas musculares na coxa,06/12/2023,22/12/2023,16
Iago,520468,Lesão muscular,23/04/2023,30/06/2023,68
Iago,520468,Problemas no tendão de Aquiles,01/01/2023,15/02/2023,45
Iago,520468,Problemas musculares na coxa,19/09/2022,29/09/2022,10
Iago,520468,Pequena lesão,01/09/2022,08/09/2022,7
Iago,520468,Problemas musculares,17/01/2022,03/02/2022,17
Iago,520468,Lesão na mão,28/10/2021,15/11/2021,18
Iago,520468,Lesão no ombro,16/09/2021,11/10/2021,25
Iago,520468,Problemas no Joelho,20/05/2021,31/05/2021,11
Iago,520468,Lesão tornozelo,01/02/2021,12/04/2021,70
Iago,520468,Lesão no pescoço,11/01/2021,21/01/2021,10
Iago,520468,Traumatismo,30/11/2020,17/12/2020,17
Iago,520468,Problemas musculares,01/06/2020,17/08/2020,77
Matheuzinho,594226,Entorse do tornozelo,08/05/2024,27/05/2024,19
Matheuzinho,594226,lesão na perna,15/03/2023,30/06/2023,107
João Pedro,342024,Problemas musculares,29/04/2023,22/05/2023,23
João Pedro,342024,Lesão desconhecida,23/12/2018,27/01/2019,35
William,341710,Lesão no joelho,11/11/2021,24/01/2023,439
William,341710,Recuperação ritmo competitivo,01/11/2021,10/11/2021,9
William,341710,Rotura dos ligamentos cruzados,05/05/2021,31/10/2021,179
William,341710,Rotura dos ligamentos cruzados,09/02/2020,23/10/2020,257
Rubens,843397,Lesão na coxa,11/10/2024,18/10/2024,7
Rubens,843397,Entorse no joelho,17/04/2024,30/07/2024,104
Rubens,843397,Fratura da mão,18/03/2024,13/04/2024,26
Leonardo Godoy,369556,Lesão muscular,16/01/2024,24/02/2024,39
Leonardo Godoy,369556,Lesão no joelho,25/08/2023,10/09/2023,16
Leonardo Godoy,369556,Lesão muscular,23/06/2023,08/07/2023,15
Leonardo Godoy,369556,Lesão muscular,12/02/2023,28/02/2023,16
Leonardo Godoy,369556,Fratura do perónio,16/02/2019,19/08/2019,184
Zé Ivaldo,484848,Coronavírus,24/11/2020,10/12/2020,16
Zé Ivaldo,484848,Edema do osso,12/07/2019,30/08/2019,49
Cuiabano,891353,Lesão na coxa,04/09/2024,04/10/2024,30
Cuiabano,891353,Lesão no ombro,22/08/2024,30/08/2024,8
Cuiabano,891353,Lesão muscular,05/02/2024,13/04/2024,68
Cuiabano,891353,Lesão muscular,13/01/2024,02/02/2024,20
Jamal Lewis,346018,Lesão no tornozelo,10/11/2024,,27
Jamal Lewis,346018,Operação na virilha,01/03/2022,01/05/2022,61
Jamal Lewis,346018,Lesão na coxa,17/12/2021,14/01/2022,28
Jamal Lewis,346018,Rotura muscular na coxa,04/02/2021,05/02/2021,1
Jamal Lewis,346018,Problemas no Joelho,31/12/2020,15/01/2021,15
Jamal Lewis,346018,Fratura na face,21/09/2020,26/09/2020,5
Jamal Lewis,346018,Amigdalite,05/01/2020,10/01/2020,5
Jamal Lewis,346018,Lesão no joelho,18/11/2019,30/11/2019,12
Jamal Lewis,346018,lesão no braço,29/09/2019,04/10/2019,5
Jamal Lewis,346018,Lesão no joelho,31/07/2017,01/01/2018,154
Pedro Henrique,329720,Lesão na coxa,11/08/2024,14/09/2024,34
Pedro Henrique,329720,Pubalgia,29/07/2024,06/08/2024,8
Pedro Henrique,329720,Lesão no tornozelo,14/07/2023,02/10/2023,80
Nahuel Ferraresi,466336,Rotura de ligamentos no joelho,22/01/2023,25/09/2023,246
Caio Paulista,601011,Distensão muscular,10/08/2023,28/08/2023,18
Welington,729264,Lesão na coxa,04/11/2024,,33
Welington,729264,Lesão nos ligamentos do tornozelo,30/04/2024,12/05/2024,12
Welington,729264,Lesão no tornozelo,13/03/2023,29/06/2023,108
Welington,729264,Ligamento Esticado,12/02/2023,04/03/2023,20
Welington,729264,Lesão na anca,08/08/2021,10/09/2021,33
Welington,729264,Coronavírus,10/03/2021,27/03/2021,17
Gustavo Martins,874223,Problemas musculares na coxa,05/10/2024,19/11/2024,45
Gustavo Martins,874223,Problemas musculares,11/07/2024,30/07/2024,19
Gustavo Martins,874223,Lesão na virilha,27/06/2024,06/07/2024,9
Gustavo Martins,874223,Lesão na coxa,01/05/2024,31/05/2024,30
Juninho Capixaba,406676,Lesão no joelho,25/07/2024,18/10/2024,85
Guga,592344,Coronavírus,18/11/2020,03/12/2020,15
Rodrigo Ely,176140,Lesão no pé,27/11/2024,,10
Rodrigo Ely,176140,Problemas musculares na coxa,26/08/2024,08/10/2024,43
Rodrigo Ely,176140,Lesão muscular,07/07/2024,13/07/2024,6
Rodrigo Ely,176140,Lesão na coxa,25/09/2023,23/11/2023,59
Rodrigo Ely,176140,Problemas musculares,01/11/2021,02/12/2021,31
Rodrigo Ely,176140,Rotura dos ligamentos cruzados,21/12/2020,30/06/2021,191
Rodrigo Ely,176140,Lesão na coxa,06/10/2019,21/11/2019,46
Rodrigo Ely,176140,Lesão muscular,24/04/2019,11/05/2019,17
Rodrigo Ely,176140,Lesão no joelho,30/10/2018,01/03/2019,122
Rodrigo Ely,176140,Rotura dos ligamentos cruzados,10/08/2018,05/10/2018,56
Rodrigo Ely,176140,Problemas musculares,05/12/2017,02/01/2018,28
Rodrigo Ely,176140,Problemas musculares,08/05/2017,25/05/2017,17
Rodrigo Ely,176140,Lesão muscular,31/01/2017,28/02/2017,28
Rodrigo Ely,176140,Distorção do tornozelo,27/04/2016,28/05/2016,31
Rodrigo Ely,176140,Fratura do Metatarso,11/01/2016,16/03/2016,65
Gilberto,231614,Problemas musculares na coxa,05/08/2024,31/08/2024,26
Gilberto,231614,Gripe,09/01/2023,12/01/2023,3
Gilberto,231614,Amigdalite,01/02/2022,09/02/2022,8
Gilberto,231614,Lesão muscular,12/02/2021,16/02/2021,4
Gilberto,231614,Coronavírus,19/01/2021,27/01/2021,8
Gilberto,231614,Lesão desconhecida,29/09/2015,25/10/2015,26
Diego Palacios,425567,Operado ao joelho,19/06/2024,,171
Diego Palacios,425567,Lesão no joelho,29/01/2024,11/06/2024,134
Diego Palacios,425567,Problemas no Joelho,16/08/2021,26/08/2021,10
Diego Palacios,425567,Coronavírus,14/11/2020,30/11/2020,16
Mayke,147361,Lesão na panturrilha,25/08/2024,19/10/2024,55
Mayke,147361,Lesão na panturrilha,08/08/2024,20/08/2024,12
Mayke,147361,Problemas musculares,22/07/2024,06/08/2024,15
Mayke,147361,Lesão na coxa,04/02/2024,02/03/2024,27
Mayke,147361,Lesão na coxa,19/08/2019,26/10/2019,68
Mayke,147361,Lesão desconhecida,13/08/2013,15/08/2013,2
Lyanco,379807,Lesão desconhecida,29/09/2023,31/01/2024,124
Lyanco,379807,Lesão na coxa,05/02/2022,02/04/2022,56
Lyanco,379807,Coronavírus,18/12/2021,03/01/2022,16
Lyanco,379807,Lumbago,29/03/2021,18/04/2021,20
Lyanco,379807,Lesão no ligamento interno,18/11/2019,15/01/2020,58
Lyanco,379807,Problemas musculares,01/08/2019,04/09/2019,34
Lyanco,379807,Lesão desconhecida,03/02/2019,20/02/2019,17
Lyanco,379807,Operação ao pé,10/05/2018,29/09/2018,142
Lyanco,379807,Lesão no pé,23/12/2017,09/05/2018,137
Lyanco,379807,Distorção do tornozelo,14/10/2017,03/11/2017,20
Lyanco,379807,Amigdalite,06/08/2017,22/08/2017,16
Kaique Rocha,633377,Lesão na coxa,10/11/2024,04/12/2024,24
Lucas Esquivel,829969,Pubalgia,13/02/2024,15/03/2024,31
Alan Franco,503343,lesão na perna,05/07/2023,20/07/2023,15
Alan Franco,503343,lesão na perna,17/05/2021,25/05/2021,8
Alan Franco,503343,Fratura do Metatarso,07/10/2018,25/12/2018,79
Diego Palacios,425567,Operado ao joelho,19/06/2024,,171
Diego Palacios,425567,Lesão no joelho,29/01/2024,11/06/2024,134
Diego Palacios,425567,Problemas no Joelho,16/08/2021,26/08/2021,10
Diego Palacios,425567,Coronavírus,14/11/2020,30/11/2020,16
José Luis Rodríguez,430339,Coronavírus,19/11/2020,11/12/2020,22
José Luis Rodríguez,430339,Lesão no tornozelo,20/03/2018,30/03/2018,10
Felipe Jonatan,587786,Rotura de ligamentos no joelho,22/04/2023,01/01/2024,254
Felipe Jonatan,587786,Lesão desconhecida,06/11/2022,16/02/2023,102
Léo,403296,Problemas musculares na coxa,17/07/2022,25/07/2022,8
Léo,403296,Coronavírus,09/03/2021,22/03/2021,13
Renzo Saravia,268642,Lesão na coxa,16/09/2024,04/10/2024,18
Renzo Saravia,268642,Lesão muscular,23/06/2024,10/07/2024,17
Renzo Saravia,268642,Lesão na coxa,03/05/2023,16/05/2023,13
Renzo Saravia,268642,Lesão do ligamento cruzado,29/09/2020,24/02/2020,218
Renzo Saravia,268642,Lesão no ombro,05/11/2018,12/11/2018,7
Mauricio Lemos,303140,Lesão na coxa,23/06/2024,31/08/2024,69
Mauricio Lemos,303140,Lesão nas costas,05/05/2024,16/05/2024,11
Mauricio Lemos,303140,Lesão na panturrilha,06/02/2024,08/03/2024,31
Mauricio Lemos,303140,Lesão muscular,22/06/2023,27/06/2023,5
Mauricio Lemos,303140,Rotura de ligamentos do tornozelo,30/11/2020,28/12/2020,28
Mauricio Lemos,303140,Lesão desconhecida,30/09/2019,16/10/2019,16
Mauricio Lemos,303140,Lesão muscular,07/08/2019,28/08/2019,21
Mauricio Lemos,303140,Entorse do tornozelo,22/05/2019,31/05/2019,9
Mauricio Lemos,303140,Lesão desconhecida,27/12/2018,10/01/2019,14
Mauricio Lemos,303140,Lesão desconhecida,09/08/2018,24/08/2018,15
Mauricio Lemos,303140,Lesão da parede abdominal,27/11/2017,03/12/2017,6
Mauricio Lemos,303140,Entorse do tornozelo,11/10/2016,15/10/2016,4
Mauricio Lemos,303140,Apendicite,01/02/2015,09/03/2015,36
João Moreira,929866,Lesão na coxa,18/08/2024,05/09/2024,18
João Moreira,929866,Lesão na coxa,04/04/2024,29/04/2024,25
João Moreira,929866,Lesão muscular,14/02/2024,02/03/2024,17
João Moreira,929866,Lesão dos ligamentos laterais do joelho,29/10/2022,07/07/2023,251
João Moreira,929866,Lesão meniscal,03/09/2022,11/10/2022,38
João Moreira,929866,Entorse do tornozelo,05/06/2022,17/06/2022,12
Ruan Tressoldi,555015,Lesão desconhecida,02/10/2023,06/10/2023,4
Igor Vinícius,552240,Problemas físicos,31/07/2024,11/09/2024,42
Igor Vinícius,552240,Lesão na coxa,27/01/2024,25/02/2024,29
Igor Vinícius,552240,Pubalgia,20/01/2023,28/07/2023,189
Igor Vinícius,552240,Pubalgia,19/10/2022,01/12/2022,43
Igor Vinícius,552240,Lesão ocular,20/09/2021,22/10/2021,32
Igor Vinícius,552240,Contra,16/10/2020,31/10/2020,15
